food_ID,recipe_title,tags,cuisine,course,diet,category
6405,High Protein Broccoli and Dill Stuffed Paratha ,Indian Lunch s|Office Lunch Box s|Paratha s|Kids Lunch Box s|Broccoli s|Besan s|Dill Leaf s|Stuffed Paratha s,North Indian s,Lunch,Vegetarian,Paratha s
6407,Spiced Ghee Rice  | Neychoru,South Indian s,South Indian s,Lunch,Gluten Free,Variety Rice (Mixed Rice/ Flavoured Rice s)
6408,Chocolate Dipped Eggless Coconut Macaroon ,Party Food s|Chocolate s|Coconut s|Delmonte Italian  Contest  2016,Fusion,Snack,Vegetarian,Dessert s
6409,Pasi Paruppu Masiyal -Green Moong Dal Curry ,High Protein Vegetarian Diet s|Vegetarian s|Indian Lunch s|Office Lunch Box s,South Indian s,Lunch,High Protein Vegetarian,Kootu s
6410,Potato And Cauliflower In Peanut Curry ,Indian Lunch s|Aloo s (Potato & Baby Potato s)|Cauliflower s (Phool Gobi)|Indian Dinner s|Peanut s,Indian,Side Dish,No Onion No Garlic (Sattvic),Sabzi s
6411,Spicy Paneer Bhurji Pav Sandwich  - Breakfast ,Paneer s|High Protein Vegetarian Diet s|Breakfast  Ideas|Tea Party s|Bachelor s|Bhurji s| for Beginners,North Indian s,Dinner,High Protein Vegetarian,Sandwich s
6412,Traditional Whole Gobi Musallam ,Party Food s|Cauliflower s (Phool Gobi),North Indian s,Dinner,Diabetic Friendly,Sabzi s
6413,Cauliflower And Soya Chunks Sabzi ,High Protein Vegetarian Diet s|Vegetarian s|Side Dish s|Cauliflower s (Phool Gobi)|Indian Vegetarian s|Indian Dinner s|Soy Chunk Granule s,North Indian s,Side Dish,Vegetarian,Sabzi s
6414,Poosanikai Haddu Sweet Curry  - Pumpkin Sweet Curry ,Side Dish s|South Indian s|Indian Lunch s|Pumpkin s (Kaddu / Poosanikai),Tamil Nadu,Side Dish,Vegetarian,Poriyal s (South Indian Sabzi)
6415,Begun Basanti  - Eggplant In Mustard Yogurt Curry ,Side Dish s|Indian Lunch s|Office Lunch Box s|Indian Vegetarian s|Dahi s (Curd/Yogurt)|Brinjal s (Eggplant / Baingan)|Bengali s|Mustard s|Poppy Seeds s,Bengali s,Side Dish,Vegetarian,Sabzi s
6416,Shredded Chicken Tostadas ,Party Food s|Party Starter & Appetizer s|Tortilla ,Mexican,Appetizer,Non Vegeterian,Continental Party Appetizer & Starter s
6417,Turmeric Milk  - Haldi Doodh / Golden Milk,Natural Home Remedy s|s for Kids|Ayurvedic s|Turmeric s|s For Cough And Cold,Indian,Snack,Vegetarian,Indian Drink s
6418,Fish Tandoori ,Side Dish s|Party Starter & Appetizer s|Dahi s (Curd/Yogurt),North Indian s,Appetizer,High Protein Non Vegetarian,Fish s
6420,Ragi Rava Idli  - Steamed High Protein Finger Millet Idli,High Protein Vegetarian Diet s|South Indian s|Breakfast  Ideas|Indian Diabetic s|Sooji s (Rava/ Semolina)|South Indian Breakfast s|Dahi s (Curd/Yogurt)|Cholesterol Friendly s|Millet s|Ragi s (Nachni/ Finger Millet),South Indian s,South Indian Breakfast,Diabetic Friendly,Idli s
6421,Kohlrabi  (Knol Khol Poriyal),Indian Lunch s|Office Lunch Box s|Summer  Ideas|Knol Khol s,Indian,Lunch,Vegetarian,Poriyal s (South Indian Sabzi)
6422,Karnataka Style Beetroot Palya ,Side Dish s|South Indian s|Indian Lunch s|Office Lunch Box s|Beetroot s|Karnataka s|Antioxidant Rich s,Karnataka,Side Dish,Vegetarian,Palya s
6423,Kala Chana Masala Curry ,Side Dish s|Office Lunch Box s|Kids Lunch Box s|Kala Chana s (Black Chickpeas),Rajasthani,Lunch,High Protein Vegetarian,Dal s
6424,Ghoogri  - Jowar Upma,Vegetarian s|Tea Party s|One Dish s|Jowar s,Rajasthani,Snack,Vegetarian,Upma s
6425,Baked Stuffed Baati With Churma And Panchratna Dal ,Party Food s|Festival s|Sooji s (Rava/ Semolina)|Rajasthani s|Chana Dal s (Bengal Gram Dal)|Baati s,Rajasthani,Lunch,Vegetarian,Dal s
6426,Goan Shepeche Polle  ,South Indian s|Breakfast  Ideas|Pancake s|Crepe s,Goan s,South Indian Breakfast,Vegetarian,Dosa s
6427,Loaded Breakfast Burrito With Crispy Bacon & Sausage,Healthy s|Breakfast  Ideas|High Protein Diet|Mexican s|Brunch s|Bacon s,Mexican,Brunch,Non Vegeterian,Frankie Roll s (Wrap s)
6428,Beetroot Rosti ,Aloo s (Potato & Baby Potato s)|Beetroot s|Breakfast  Ideas|Brunch s|Antioxidant Rich s,European,Brunch,Vegetarian,Hash Brown s
6429,Brunch Omelette Torte ,Brunch s,Continental,World Breakfast,Eggetarian,Continental Breakfast s
6430,Spicy Moroccan Eggs ,Party Food s|Spinach s (Palak/Keerai)|Breakfast  Ideas|Brunch s|Moroccan recipes|Kala Chana s (Black Chickpeas),African,World Breakfast,Eggetarian,Continental Breakfast s
6431,Bajra Matar Ki Khichdi (Gluten Free Breakfast ),Vegetarian s|Healthy s|Aloo s (Potato & Baby Potato s)|Breakfast  Ideas|Gluten Free s|Millet s|Bajra s|Green Peas (Matar/ Pattani) s,Indian,Lunch,Gluten Free,Khichdi s
6432,Carrot Cauliflower Peas Sabzi  - Gajar Gobi Matar Sabzi,Indian Lunch s|Healthy s|Cauliflower s (Phool Gobi)|Carrot s|No Onion No Garlic s|Indian Diabetic s|Green Peas (Matar/ Pattani) s|Sattvik Cooking |Ayurvedic s,North Indian s,Lunch,Diabetic Friendly,Sabzi s
6433,Spinach Hummus  ,Vegetarian s|Spinach s (Palak/Keerai)|Kabuli Chana s (Chickpea)|Hummus s,Middle Eastern,Appetizer,Vegetarian,Continental Party Appetizer & Starter s
6434,Sweet Chili Lime Grilled Chicken ,Indian Lunch s|Healthy s|One Dish s|Sweet Corn s|Weekend Dinner Ideas|Grilled Chicken s,Continental,Main Course,Non Vegeterian,Continental Food s
6435,Healthy Banana Oatmeal Walnut Bread  (Eggless/ Egg Free Option),Oats s (Oatmeal)|Eggless Cake s (Egg Free Cake),Continental,Snack,Vegetarian,Homemade Bread s
6436,Jolada Ganji  (Jowar Savoury Porridge),Millet s|Jowar s,North Karnataka,Lunch,Vegetarian,Variety Rice (Mixed Rice/ Flavoured Rice s)
6437,Corn Methi Malai Gravy ,Vegetarian s|Side Dish s|Indian Lunch s|Indian Vegetarian s|Punjabi s|Indian Dinner s|Methi s (Fenugreek)|Sweet Corn s|Cashewnut s,Punjabi,Dinner,Vegetarian,Sabzi s
6438,Palak Kichdi ,Spinach s (Palak/Keerai)|Office Lunch Box s|Healthy s|Broccoli s|Indian Dinner s|Tofu s,Indian,Lunch,Vegetarian,Variety Rice (Mixed Rice/ Flavoured Rice s)
6439,No Yeast Thin Crust Veggie Pizza ,Party Food s|Vegetarian s|Dahi s (Curd/Yogurt),Italian s,Dinner,Vegetarian,Pizza s
6440,Masala Akki Roti  - Spicy Rice Flour Flatbread,South Indian s|Capsicum s (Bell Pepper)|Carrot s|Breakfast  Ideas|South Indian Breakfast s|Cabbage s (Patta Gobi)|Karnataka s|Akki Roti s|Rice Flour s,South Indian s,Lunch,Vegetarian,Roti s
6441,Soft & Delicious Ragi Mudde  - Karnataka Style Ragi Balls,High Protein Vegetarian Diet s|Vegetarian s|Side Dish s|South Indian s|Healthy s|Indian Vegetarian s|Indian Diabetic s|Millet s|Ragi s (Nachni/ Finger Millet)|Karnataka s,Karnataka,Lunch,Diabetic Friendly,Variety Rice (Mixed Rice/ Flavoured Rice s)
6442,Chilli Chicken  - Delicious Indian Style Chinese Chicken,Side Dish s|High Protein Diet|Indian Dinner s|Weekend Dinner Ideas|Monsoon s,Chinese,Appetizer,Non Vegeterian,Indian Chinese s
6443,Murungai Keerai Sambar  - Drumstick Leaves Sambar,South Indian s|Indian Lunch s|Indian Diabetic s|Moringa Leaves s (Drumstick Leaves),South Indian s,Lunch,Diabetic Friendly,Sambar s
6444,Jolada Roti  - Jowar Bhakri,Indian Lunch s|Healthy s|Gluten Free s|Indian Vegetarian s|Indian Diabetic s|Millet s|Jowar s,North Karnataka,Lunch,High Protein Vegetarian,Roti s
6445,Ragi Onion Uttapam  - Wholesome Breakfast ,Indian Diabetic s|South Indian Breakfast s|High Protein Breakfast|Kids Lunch Box s|Bachelor s,South Indian s,South Indian Breakfast,High Protein Vegetarian,Uttapam s
6446,Karnataka Style Menthya Soppu Hesaru Kaalu Palya ,Indian Lunch s|Office Lunch Box s|Sprout s|Methi s (Fenugreek)|Karnataka s|Green Leaves s|Antioxidant Rich s,Karnataka,Side Dish,High Protein Vegetarian,Palya s
6447,Khandeshi Dal ,Indian Lunch s|Maharashtrian s (Marathi s)|Indian Dinner s|Chana Dal s (Bengal Gram Dal)|Mother's Day  Contest 2016,Maharashtrian s,Lunch,High Protein Vegetarian,Dal s
6448,Pan Fried Rice Balls Filled With Cheese ,Italian s|Sweet Corn s|Cheese s|Mother's Day  Contest 2016,Continental,Appetizer,Vegetarian,Continental Party Appetizer & Starter s
6449,Easy Spaghetti  In Creamy Tomato Sauce  | Vegetarian & Kid Friendly,Party Food s|Summer  Ideas|Spaghetti s|Continental s,Italian s,Dinner,Vegetarian,Pasta s
6450,Gan Bian Dou Jiao  (Dry Fried Sichuan Haricot Beans),Vegetarian s|Side Dish s|Green Beans s (French /Haricot)|Chinese s|Sichuan s|Dry Fried s|Soya Sauce s,Sichuan,Appetizer,Vegetarian,Continental Food s
6451,Chicken Tikka Taco  Topped With Cheesy Garlic Mayo,Party Food s|Mexican s|Weekend Dinner Ideas|Taco s|Fusion s|s for Kids,Mexican,Dinner,Non Vegeterian,Mexican s
6452,Spicy Thai Pasta  With Roasted Vegetables,Vegetarian s|Healthy s|Capsicum s (Bell Pepper)|Carrot s|Green Beans s (French /Haricot)|Stir Fried s|Continental s,Fusion,Appetizer,Vegetarian,Pasta s
6453,3 Ingredients Banana Ice Cream  - Healthy Version,Healthy Kids Snack s|Summer  Ideas|Banana s|Frozen Dessert s|Ice Cream s|s for Kids,Continental,Dessert,Vegetarian,Dessert s
6454,Instant Sooji Oats Dhokla  - Steamed Semolina & Oats Dhokla ,Gujarati s|Breakfast  Ideas|Tea Party s|Indian Diabetic s|Sooji s (Rava/ Semolina)|Dahi s (Curd/Yogurt)|Oats s (Oatmeal)|Dhokla s|After School Snack s,Gujarati s﻿,Snack,Vegetarian,Dhokla s
6455,Parsi Style Chicken Mahivalla  ,Party Food s|Indian Lunch s|Parsi s|Oven Baked ,Parsi s,Brunch,Non Vegeterian,Chicken s
6456,Thai Pineapple Vegetarian Fried Rice  (No Onion No Garlic),Tomato s|Capsicum s (Bell Pepper)|Carrot s|Pineapple s|Onion s|Asian Cuisine s|Leftover recipes,Thai,Dinner,Vegetarian,"Thai s,Malaysian & East Asian s"
6458,Pavakkai Poriyal  - Karela Ki Sabzi,South Indian s|Indian Lunch s|Office Lunch Box s|Indian Dinner s|Bitter Gourd Karela s|Quick & Easy s,South Indian s,Lunch,Vegetarian,Poriyal s (South Indian Sabzi)
6459,"Baby Corn, Cucumber And Sprouts Salad With Lemon Basil Dressing",Sprout s|Cucumber s|Lemon s|Basil s|Baby Corn s,Continental,Appetizer,Vegetarian,Salad s
6460,Chinese Style Oats Vegetable Dimsums ,Healthy s|Party Starter & Appetizer s|Oats s (Oatmeal)|Cabbage s (Patta Gobi)|Asian Cuisine s|Chinese s,North East India s,Appetizer,Vegetarian,Indian Chinese s
6461,Goan Style Empada De Camarao  (Prawn Pie) ,Indian Lunch s|Tart and Pie s|Goan s|Prawn s|Sea Food s,Goan s,Lunch,Non Vegeterian,Fish s
6462,Mushroom Poha Cutlets ,Party Food s|Tea Party s|Party Starter & Appetizer s|Tikki s (Cutlet/Patty)|Mushroom s,Indian,Appetizer,High Protein Vegetarian,Indian Snack s
6463,Bangkok Coconut Curry Noodle Bowl ,Vegetarian s|Broccoli s|Zucchini s,Asian,Lunch,Vegetarian,Indian Chinese s
6464,Bhaat Ka Thepla  - Spiced Rice Paratha,Gujarati s|Gluten Free s|Cabbage s (Patta Gobi)|One Dish s|Millet s|Foxtail Millet s,Gujarati s﻿,Lunch,Gluten Free,Thepla s
6465,Gawar Ki Sabzi  - Cluster Beans Curry ,Side Dish s|Office Lunch Box s|Gavarfali/ Gawar Phali s (Cluster Beans/ Kothavarangai),Rajasthani,Lunch,Vegetarian,Sabzi s
6466,Nellikai Rasam  - Whole Gooseberry Rasam,South Indian s|Indian Lunch s|Healthy s|Amla s  (Gooseberry)|Vitamin C s,South Indian s,Lunch,Vegetarian,Rasam s
6467,Khatti Meethi Lauki Dal  - Sweet & Spicy Bottle Gourd Dal,Vegetarian s|Indian Lunch s|Indian Vegetarian s|Bottle Gourd s (Lauki /Doodhi),North Indian s,Dinner,Vegetarian,Dal s
6468,Railway Mutton Curry  ,Indian Lunch s|Aloo s (Potato & Baby Potato s)|Dahi s (Curd/Yogurt),Indian,Dinner,Non Vegeterian,Mutton s
6469,Rajasthani Papad Ki Sabzi  ,Side Dish s|Indian Lunch s|Dahi s (Curd/Yogurt)|Weekly Meal Plan s and Ideas|Quick & Easy s|Papad s|Unexpected Guest s,Rajasthani,Lunch,Vegetarian,Sabzi s
6470,Tamatari Chole ,High Protein Vegetarian Diet s|Vegetarian s|Side Dish s|Tomato s|Indian Lunch s|Punjabi s|Kabuli Chana s (Chickpea)|Weekend Lunch s,North Indian s,Lunch,High Protein Vegetarian,Sabzi s
6471,Lauki Ke Kofta Curry Flavoured With Kasuri Methi,Party Food s|Indian Lunch s|Indian Dinner s|Bottle Gourd s (Lauki /Doodhi),North Indian s,Side Dish,Vegetarian,Kofta s
6472,Maharashtrian Chavali Chi Usal  - Black Eyed Peas Curry,High Protein Vegetarian Diet s|Indian Lunch s|Indian Vegetarian s|Maharashtrian s (Marathi s)|Indian Dinner s|Black Eyed Bean s,Maharashtrian s,Lunch,Vegetarian,Sabzi s
6473,Paneer and Green Peas Paratha  ,Paneer s|High Protein Vegetarian Diet s|Healthy s|Breakfast  Ideas|North Indian Breakfast s|High Protein Diet|High Protein Breakfast|Paratha s|Green Peas (Matar/ Pattani) s|Stuffed Paratha s,North Indian s,North Indian Breakfast,High Protein Vegetarian,Paratha s
6474,Vaghareli Rotli  - Roti Ka Poha ,Gujarati s|Healthy s|Indian Breakfast s,Gujarati s﻿,Indian Breakfast,Vegetarian,Poha s
6475,Vazhakkai Poriyal  - Raw banana Roast With Pepper,Indian Lunch s|Office Lunch Box s|Kids Lunch Box s|Quick & Easy s|Raw Banana s|Weekend Lunch s,Tamil Nadu,Side Dish,Diabetic Friendly,Poriyal s (South Indian Sabzi)
6476,"Simple Winter Salad With Beet, Carrots & Feta ",Vegetarian s|Side Dish s|Carrot s|Beetroot s|Quick & Easy s|Onion s|Feta Cheese s,Continental,Appetizer,Vegetarian,Salad s
6477,Spicy Mexican Layered Chilli Rice  ,Party Food s|Vegetarian s|Mexican s|Rajma Kidney Bean s,Mexican,Main Course,Vegetarian,Mexican s
6478,Jowar Atta Roti  - Sorghum Wheat Phulka ,Indian Lunch s|Indian Diabetic s|Indian Dinner s|Millet s|Jowar s,Indian,Lunch,Vegetarian,Roti s
6479,Green Beans Paruppu Usili  - Iyengar Style,South Indian s|Indian Lunch s|Healthy s|Indian Diabetic s|High Protein Diet|Green Beans s (French /Haricot),Tamil Nadu,Lunch,Vegetarian,Poriyal s (South Indian Sabzi)
6480,Udupi Red Parboiled Rice Shavige ,Side Dish s|South Indian s|Breakfast  Ideas,Udupi,South Indian Breakfast,Vegetarian,Variety Rice (Mixed Rice/ Flavoured Rice s)
6481,"Zucchini, Corn And Smoked Cheese Muffins ",Party Starter & Appetizer s|Zucchini s|Muffin s,Continental,Snack,Eggetarian,Continental Party Appetizer & Starter s
6482,Appalam Vatha Kuzhambu  - Papad In Tamarind Gravy,South Indian s|Tamarind Curry s|Papad s|Mother's Day Contest  2017,South Indian s,Lunch,Vegetarian,Kuzhambu s
6483,Cheesy Spinach Open Toast ,Spinach s (Palak/Keerai)|Breakfast  Ideas|Party Starter & Appetizer s|Cheese s|Toast s,Continental,Snack,Vegetarian,Toast s
6484,Pachai Payaru Payasam  - Green Moong Dal Payasam,South Indian s|Indian Lunch s|Healthy s|Moong Dal s|Payasam s & Kheer s|Indian Dessert s For Parties,South Indian s,Dessert,Vegetarian,Sweet s (Indian Mithai / Indian Dessert)
6485,Grilled Cheese Chocolate Sandwich ,Breakfast  Ideas|Chocolate s|Cheese s|After School Snack s|s for Kids,Continental,World Breakfast,Vegetarian,Sandwich s
6486,Pudina Shavige  - Pudina Semiya Upma ,South Indian s|Healthy s|South Indian Breakfast s|Vermicelli s (Semiya/Seviyan)|Millet s|Foxtail Millet s|Karnataka s,Karnataka,South Indian Breakfast,Diabetic Friendly,Upma s
6487,Mysore Masala Dosa Made With Ragi Dosa Batter,Vegetarian s|Aloo s (Potato & Baby Potato s)|South Indian Breakfast s|Millet s|Ragi s (Nachni/ Finger Millet)|Karnataka s,Karnataka,South Indian Breakfast,Vegetarian,Dosa s
6488,Sorakaya Masala Curry  - Andhra Style Sorakaya Curry ,South Indian s|Indian Lunch s|Office Lunch Box s|Indian Diabetic s|Indian Dinner s|Bottle Gourd s (Lauki /Doodhi)|Quick & Easy s,South Indian s,Lunch,Diabetic Friendly,Poriyal s (South Indian Sabzi)
6489,Menthe / Fenugreek Seeds Tambli  (Karnataka s),Indian Lunch s|Dahi s (Curd/Yogurt)|Methi s (Fenugreek),Karnataka,Dinner,Diabetic Friendly,Indian Curry s
6490,Bengali Style Mangsher Jhol -Mutton Curry,Party Food s|Aloo s (Potato & Baby Potato s)|Festival s|Dahi s (Curd/Yogurt)|Bengali s|Durga Pooja Festival s,Bengali s,Dinner,Non Vegeterian,Mutton s
6491,Chicken Meatball Tacos ,Party Food s|Side Dish s|Tea Party s|Taco s|Fusion s,Mexican,Appetizer,Non Vegeterian,Mexican s
6492,Sindhi Dal Pakwan  - A Delicious Sindhi Breakfast,High Protein Vegetarian Diet s|Breakfast  Ideas|North Indian Breakfast s|Chana Dal s (Bengal Gram Dal),Sindhi,Lunch,Vegetarian,Dal s
6493,Sundried Tomatoes And Shiitake Mushroom Quiche ,Party Food s|Mushroom s|Sundried Tomato s|Quiche s,Continental,Main Course,Vegetarian,Continental Food s
6494,Naga Style Chicken With Bamboo Shoot ,Party Starter & Appetizer s|High Protein Diet|Bamboo Shoot s|Naga s,North East India s,Side Dish,High Protein Non Vegetarian,Chicken s
6495,Gutti Vankaya  - Andhra Style Stuffed Brinjal,Vegetarian s|Side Dish s|Brinjal s (Eggplant / Baingan)|Peanut s|Chana Dal s (Bengal Gram Dal)|Mother's Day  Contest 2016,Andhra,Lunch,Vegetarian,Indian Curry s
6497,Murungai Keerai Kollu Kuzhambu - Drumstick Leaves Horse Gram Curry,Vegetarian s|South Indian s|Indian Lunch s|Healthy s|Indian Diabetic s|Drumstick s|Horse Gram Dal s (Kollu/Kulith),Chettinad,Lunch,Vegetarian,Kuzhambu s
6498,Rajasthani Dal Bati Churma  | Dhaba Style recipe,Party Food s|Festival s|Sooji s (Rava/ Semolina)|Rajasthani s|Chana Dal s (Bengal Gram Dal),Rajasthani,Lunch,Vegetarian,Dal s
6499,Rava Kesari Bhath - South Indian Sooji Halwa  ,South Indian s|Navratri s|Diwali s|Halwa s|Breakfast  Ideas|Sooji s (Rava/ Semolina)|Tamil New Year s|Varalakshmi Vratham,South Indian s,Dessert,Vegetarian,Sweet s (Indian Mithai / Indian Dessert)
6500,Thakkali Sadam  - Spicy Tomato Rice,Tomato s|South Indian s|Office Lunch Box s|Kids Lunch Box s|One Dish s|Indian Dinner s,South Indian s,Lunch,Vegetarian,Variety Rice (Mixed Rice/ Flavoured Rice s)
6502,Punjabi Toor Dal Tadka  Using Preethi Electric Pressure Cooker,High Protein Vegetarian Diet s|Indian Lunch s|Office Lunch Box s|Punjabi s|Indian Dinner s|Toor Dal s (Pigeon Pea)|Electric Pressure Cooker s (Instant Pot)|North Indian Dinner s,Punjabi,Lunch,High Protein Vegetarian,Dal s
6503,Turai Moong Dal  - Turia Mag Ni Dal,Indian Lunch s|Gujarati s|Indian Vegetarian s|No Onion No Garlic s|Moong Dal s|Ridge Gourd s (Turai/ Peerkangai),Gujarati s﻿,Side Dish,No Onion No Garlic (Sattvic),Sabzi s
6504,Indian Beaten Coffee  | Dalgona Coffee,Tea Party s|Winter s|Coffee s,North Indian s,Indian Breakfast,Vegetarian,"Chocolate, Coffee & Tea Drink s"
6505,Aam Chunda Pickle  - Gujarati Mango Chunda ,Side Dish s|Gujarati s|Mango s|Raw Mango recipes|Mango Pickle s,Gujarati s﻿,Side Dish,Vegetarian,Indian Pickles & Achar s
6506,Maharashtrian Masale Baath  - Spicy Vegetable Rice with Goda Masala,South Indian s|Indian Lunch s|Healthy s|Aloo s (Potato & Baby Potato s)|Cauliflower s (Phool Gobi)|Indian Vegetarian s|Maharashtrian s (Marathi s)|Dahi s (Curd/Yogurt),Indian,Dinner,Vegetarian,Variety Rice (Mixed Rice/ Flavoured Rice s)
6507,Mambazha Mor Kuzhambu  - Ripe Mango Mor Kuzhambu,South Indian s|Indian Lunch s|Indian Dinner s|Summer  Ideas|Mango s,South Indian s,Lunch,Vegetarian,Pulissery  (Mor Kuzhambu)
6508,Punjabi Black Chickpea Curry  - Kale Chane Ki Sabzi,High Protein Vegetarian Diet s|Indian Lunch s|Office Lunch Box s|Punjabi s|High Protein Diet|Indian Dinner s|Kala Chana s (Black Chickpeas),Punjabi,Dinner,Vegetarian,Sabzi s
6509,Alfredo Spaghetti with Roasted Mushroom & Broccoli ,Broccoli s|Mushroom s|Spaghetti s,Italian s,Main Course,Vegetarian,Pasta s
6510,Quick And Easy Chilli Bean Dip  With Chips,High Protein Vegetarian Diet s|Tea Party s|Party Starter & Appetizer s|High Protein Diet|Mexican s|Party Dip s|Green Beans s (French /Haricot),Mexican,Snack,High Protein Vegetarian,Continental Party Appetizer & Starter s
6511,Spicy Seafood Stew Casserole With Tomatoes And Lime ,Indian Lunch s|Winter s|Prawn s|Clam s,South Indian s,Lunch,Non Vegeterian,Fish s
6512,Tomato Jam ,Side Dish s|Tomato s|Breakfast  Ideas|Jam s,Indian,World Breakfast,Vegetarian,"Homemade Jams, Sauce & Pesto s"
6513,Cheese and Bacon Pinwheels ,Party Food s|Party Starter & Appetizer s|Cheese s,Continental,Appetizer,Non Vegeterian,Continental Party Appetizer & Starter s
6514, Thotakura Pappu  (Toor Dal with Amaranth Leaves),High Protein Vegetarian Diet s|Side Dish s|South Indian s|Indian Vegetarian s|Toor Dal s (Pigeon Pea)|Amaranth/ Rajgira s|Telugu Cuisine s (Andhra & Telangana)|Super Food s,Andhra,Lunch,High Protein Vegetarian,Kootu s
6515,Finger Millet Crepe  with Fruits,Crepe s|Millet s|Ragi s (Nachni/ Finger Millet)|Strawberry s,French,Dessert,Eggetarian,Crepe s
6516,Maa Ki Dal  - Punjabi Style Black Urad Dal ,Indian Lunch s|Office Lunch Box s|Healthy s|Punjabi s|Indian Dinner s|Karva Chauth s|Quick & Easy s|Urad Dal s,Punjabi,Dinner,High Protein Vegetarian,Dal s
6517,Stuffed Bharwa Tinda  (Stuffed Apple Gourd) ,Side Dish s|Pressure Cooker Technique|Tinda Apple Gourd s,Punjabi,Lunch,Vegetarian,Sabzi s
6518, Baked Polenta Fries ,Vegetarian s|Party Starter & Appetizer s|Healthy Kids Snack s|After School Snack s|Oven Baked |Cornmeal s,Continental,Appetizer,Vegetarian,Continental Party Appetizer & Starter s
6519,Agathi Keerai ,Indian Lunch s|Office Lunch Box s|Healthy s|Indian Dinner s|Quick & Easy s|Green Leaf s,South Indian s,Dinner,Vegetarian,Poriyal s (South Indian Sabzi)
6520,Mushroom Dumpling  With Potatoes (Momos),Aloo s (Potato & Baby Potato s)|Indian Vegetarian s|Tea Party s|Party Starter & Appetizer s|Mushroom s|Dumpling s (Momo s),Asian,Snack,High Protein Vegetarian,Indian Chinese s
6521,Pumpkin Kofta Curry ,Aloo s (Potato & Baby Potato s)|Indian Vegetarian s|Dahi s (Curd/Yogurt)|Pumpkin s (Kaddu / Poosanikai)|KitchenAid India,Indian,Lunch,Diabetic Friendly,Kofta s
6522,Dill Leaves Toor Dal  - Shepu/ Suva Dal recipe,High Protein Vegetarian Diet s|Indian Lunch s|Office Lunch Box s|Toor Dal s (Pigeon Pea)|Dill Leaf s,North Indian s,Lunch,Vegetarian,Dal s
6523,Milagu Sadam  (Instant Pepper Rice),Side Dish s|Office Lunch Box s|Indian Dinner s|Pepper s,South Indian s,Lunch,Vegetarian,Variety Rice (Mixed Rice/ Flavoured Rice s)
6524,Restaurant Style Chettinad Style Fish Curry ,Side Dish s|South Indian s|Indian Lunch s|Indian Dinner s,Chettinad,Main Course,High Protein Non Vegetarian,Fish s
6525,Thai Style Mung Bean Fritter ,Healthy s|Tea Party s|Fritter s|Healthy Kids Snack s,Thai,Appetizer,Gluten Free,"Thai s,Malaysian & East Asian s"
6526,Crunchy Asian Vegetable Salad  With Honey Garlic Dressing,Party Starter & Appetizer s|Quick & Easy s|Asian Cuisine s,Asian,Appetizer,Vegetarian,Salad s
6527,Caramelized Onion & Roasted Garlic Pasta ,Vegetarian s|Italian s|Onion s|Cheese s|Garlic s|Brunch s|Delmonte Italian  Contest  2016,Italian s,Dinner,Vegetarian,Pasta s
6528,Malai Kofta Curry  - Creamy and Healthy Paneer Aloo Kofta Curry,Party Food s|Paneer s|Indian Lunch s|Aloo s (Potato & Baby Potato s)|Weekend Lunch s,North Indian s,Main Course,Vegetarian,Kofta s
6529,Lauki Yakhni  - Bottle Gourd In Yogurt Gravy,Vegetarian s|Indian Lunch s|Dahi s (Curd/Yogurt)|Indian Dinner s|Bottle Gourd s (Lauki /Doodhi),Awadhi,Lunch,Vegetarian,Sabzi s
6530,Gujarati Methi Na Dhebra ,Gujarati s|Healthy s|Indian Vegetarian s|Methi s (Fenugreek)|Bajra s|Jowar s,Gujarati s﻿,Snack,Diabetic Friendly,Roti s
6531,Overnight Pumpkin French Toast Baked Casserole ,One Dish s,Continental,World Breakfast,Vegetarian,Toast s
6532,Thai Yellow Curry ,Vegetarian s|Asian Cuisine s,Thai,Lunch,Vegetarian,"Thai s,Malaysian & East Asian s"
6533,Dahi Ke Kebab  | Dahi Kebab | Greek Yogurt Kebabs,Party Starter & Appetizer s|Dahi s (Curd/Yogurt)|Fritter s|Kebab s,Mughlai,Appetizer,Vegetarian,Indian Snack s
6534,Andhra Style Vendakaya Charu  - Ladies Finger Rasam ,South Indian s|One Dish s|Quick & Easy s|Bhindi s (Vendakkai /Okra /Ladies Finger)|Telugu Cuisine s (Andhra & Telangana),Andhra,Lunch,Vegetarian,Rasam s
6535,Raw Papitha No Sambharo  ,Vegetarian s|Side Dish s|Indian Lunch s|Gujarati s|Healthy s|Breakfast  Ideas|Indian Diabetic s|Quick & Easy s|Raw papaya s,Gujarati s﻿,North Indian Breakfast,Diabetic Friendly,Sabzi s
6536,Poosanikai Rasavangi  - Ash Gourd Curry With Dal,South Indian s|Indian Lunch s|Pumpkin s (Kaddu / Poosanikai)|Tamil Nadu recipes|Chana Dal s (Bengal Gram Dal)|Ash Gourd s,Tamil Nadu,Lunch,Vegetarian,Indian Curry s
6537,Kashmiri Style Apple Tamatar Sabzi  - No Onion No Garlic ,Tomato s|Healthy s|Navratri s|Festival s|Indian Vegetarian s|No Onion No Garlic s|Apple s|Fasting and Upvaas/Vrat s|Vrat s,Kashmiri,Dinner,No Onion No Garlic (Sattvic),Sabzi s
6538,Masala Akki Roti With Spinach  - sarvapindi ,Spinach s (Palak/Keerai)|Breakfast  Ideas|No Onion No Garlic s|Brunch s,Andhra,South Indian Breakfast,Gluten Free,Roti s
